macrorep,simulator,budget,comparison,delta_coverage,delta_coverage_interval,delta_width,delta_interval_score,delta_mean_group_coverage_gap,delta_worst_group_coverage_gap
4,mm1_sojourn,100,plugin_sd_nw_minus_fixed,0.015000000000000013,0.05800000000000005,-0.23874919685533058,1.034379547740567,-0.011000000000000003,-0.08000000000000011
4,mm1_sojourn,100,oracle_minus_fixed,0.017000000000000015,0.05800000000000005,-0.9639241303526376,0.5149880482355602,-0.011000000000000003,-0.09000000000000011
4,mm1_sojourn,250,plugin_sd_nw_minus_oracle,-0.010000000000000009,-0.008000000000000007,-0.3980531562318932,0.25238830421731784,0.010000000000000002,0.0500000000000001
4,mm1_sojourn,250,plugin_sd_nw_minus_fixed,0.016000000000000014,0.05700000000000005,-0.7840658136796748,2.2388726451048537,0.0020000000000000018,0.0200000000000001
4,mm1_sojourn,250,oracle_minus_fixed,0.026000000000000023,0.06500000000000006,-0.38601265744778157,1.986484340887536,-0.008,-0.03
4,mm1_sojourn,500,plugin_sd_nw_minus_oracle,-0.0050000000000000044,-0.006000000000000005,-0.07012172931518101,0.11102368900037263,0.0009999999999999974,0.0
4,mm1_sojourn,500,plugin_sd_nw_minus_fixed,0.02100000000000002,0.061000000000000054,-0.22749820493187123,1.4648943933431937,0.004999999999999897,0.019999999999999893
4,mm1_sojourn,500,oracle_minus_fixed,0.026000000000000023,0.06700000000000006,-0.15737647561669021,1.353870704342821,0.0039999999999998995,0.019999999999999893
4,mm1_sojourn,1000,plugin_sd_nw_minus_oracle,-0.0050000000000000044,-0.0020000000000000018,-0.04037187131683684,0.12332059905584813,0.0009999999999999974,0.0
4,mm1_sojourn,1000,plugin_sd_nw_minus_fixed,0.01200000000000001,0.061000000000000054,-1.7821871352950192,0.5798346732544335,-0.020000000000000004,-0.020000000000000004
4,mm1_sojourn,1000,oracle_minus_fixed,0.017000000000000015,0.06300000000000006,-1.7418152639781823,0.45651407419858536,-0.021,-0.020000000000000004
